filepath,layer,language,frequency
aya13b_10shot_english_german_predictions.csv,49,deu,176.64580000000035
aya13b_10shot_english_german_predictions.csv,49,eng,69.4292000000001
aya13b_10shot_english_german_predictions.csv,50,deu,185.64520000000016
aya13b_10shot_english_german_predictions.csv,50,eng,57.21410000000011
aya13b_10shot_english_german_predictions.csv,51,deu,196.12570000000176
aya13b_10shot_english_german_predictions.csv,51,eng,55.72320000000009
aya13b_10shot_english_german_predictions.csv,52,deu,216.6166000000005
aya13b_10shot_english_german_predictions.csv,52,eng,50.88330000000003
aya13b_10shot_english_german_predictions.csv,53,deu,116.65780000000008
aya13b_10shot_english_german_predictions.csv,53,eng,25.16249999999998
aya13b_10shot_english_german_predictions.csv,54,deu,36.404800000000044
aya13b_10shot_english_german_predictions.csv,54,eng,7.154499999999997
aya13b_10shot_english_german_predictions.csv,55,deu,10.021800000000114
aya13b_10shot_english_german_predictions.csv,55,eng,2.2125999999999992
aya13b_10shot_english_german_predictions.csv,56,deu,0.9432999999999607
aya13b_10shot_english_german_predictions.csv,56,eng,0.2791999999999992
aya13b_10shot_english_german_predictions.csv,57,deu,1.0270999999999553
aya13b_10shot_english_german_predictions.csv,57,eng,0.24210000000000056
aya13b_10shot_english_german_predictions.csv,58,deu,1.2615999999999368
aya13b_10shot_english_german_predictions.csv,58,eng,0.21910000000000038
aya13b_10shot_english_german_predictions.csv,59,deu,1.188999999999939
aya13b_10shot_english_german_predictions.csv,59,eng,0.20890000000000045
aya13b_10shot_english_german_predictions.csv,60,deu,1.4659999999999254
aya13b_10shot_english_german_predictions.csv,60,eng,0.20030000000000042
aya13b_10shot_english_german_predictions.csv,61,deu,2.1128999999999487
aya13b_10shot_english_german_predictions.csv,61,eng,0.21140000000000056
aya13b_10shot_english_german_predictions.csv,62,deu,4.203900000000088
aya13b_10shot_english_german_predictions.csv,62,eng,0.2714000000000008
aya13b_10shot_english_german_predictions.csv,63,deu,7.564600000000235
aya13b_10shot_english_german_predictions.csv,63,eng,0.3555000000000005
