filepath,layer,language,frequency
llama3b_5shot_english_czech_predictions.csv,1,ces,1000.0
llama3b_5shot_english_czech_predictions.csv,2,ces,158.06650000000025
llama3b_5shot_english_czech_predictions.csv,2,deu,0.0312
llama3b_5shot_english_czech_predictions.csv,2,eng,0.010700000000000001
llama3b_5shot_english_czech_predictions.csv,3,ces,21.016399999999905
llama3b_5shot_english_czech_predictions.csv,3,deu,0.6733000000000001
llama3b_5shot_english_czech_predictions.csv,3,eng,1.1122999999999998
llama3b_5shot_english_czech_predictions.csv,4,ces,9.48000000000001
llama3b_5shot_english_czech_predictions.csv,4,deu,5.6398999999999875
llama3b_5shot_english_czech_predictions.csv,4,eng,0.5132
llama3b_5shot_english_czech_predictions.csv,5,deu,5.233799999999991
llama3b_5shot_english_czech_predictions.csv,5,ces,0.39540000000000025
llama3b_5shot_english_czech_predictions.csv,5,eng,0.0201
llama3b_5shot_english_czech_predictions.csv,6,deu,18.09930000000007
llama3b_5shot_english_czech_predictions.csv,6,ces,2.041299999999994
llama3b_5shot_english_czech_predictions.csv,6,eng,1.1240999999999985
llama3b_5shot_english_czech_predictions.csv,7,deu,4.345999999999983
llama3b_5shot_english_czech_predictions.csv,7,eng,0.5434000000000003
llama3b_5shot_english_czech_predictions.csv,7,ces,1.622900000000007
llama3b_5shot_english_czech_predictions.csv,8,deu,2.3981000000000083
llama3b_5shot_english_czech_predictions.csv,8,eng,0.2984000000000001
llama3b_5shot_english_czech_predictions.csv,8,ces,0.2775000000000001
llama3b_5shot_english_czech_predictions.csv,9,deu,3.4052999999999884
llama3b_5shot_english_czech_predictions.csv,9,ces,0.7228999999999992
llama3b_5shot_english_czech_predictions.csv,9,eng,0.0643
llama3b_5shot_english_czech_predictions.csv,10,eng,4.565399999999983
llama3b_5shot_english_czech_predictions.csv,10,ces,1.6862000000000046
llama3b_5shot_english_czech_predictions.csv,10,deu,0.7549999999999994
llama3b_5shot_english_czech_predictions.csv,11,ces,13.302899999999992
llama3b_5shot_english_czech_predictions.csv,11,deu,1.7425000000000017
llama3b_5shot_english_czech_predictions.csv,11,eng,2.8924999999999996
llama3b_5shot_english_czech_predictions.csv,12,ces,2.712099999999994
llama3b_5shot_english_czech_predictions.csv,12,deu,2.0899000000000063
